assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
116998688,22705675,Cyanolyca mirabilis,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
116998688,22705675,Cyanolyca mirabilis,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
116998688,22705675,Cyanolyca mirabilis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
117000326,22682926,Eurystomus azureus,7.2.3,Abstraction of surface water (agricultural use),1.1|1.2|1.3,Ecosystem conversion|Ecosystem degradation|Indirect ecosystem effects,,,,Majority (50-90%),Unknown,,Ongoing,
117000326,22682926,Eurystomus azureus,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117000326,22682926,Eurystomus azureus,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117000326,22682926,Eurystomus azureus,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117000326,22682926,Eurystomus azureus,2.2.1,Small-holder plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117000326,22682926,Eurystomus azureus,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117000326,22682926,Eurystomus azureus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117001277,22688651,Otus elegans,2.1.3,Agro-industry farming,1.2|1.2,Ecosystem degradation|Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
117001277,22688651,Otus elegans,5.3.4,Unintentional effects: (large scale) [harvest],1.2|1.2,Ecosystem degradation|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117001277,22688651,Otus elegans,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
117002556,61786867,Otus jolandae,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117002556,61786867,Otus jolandae,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
117002556,61786867,Otus jolandae,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
117002556,61786867,Otus jolandae,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
117026086,22726521,Picus dedemi,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Rapid Declines,,Ongoing,
117026086,22726521,Picus dedemi,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117026086,22726521,Picus dedemi,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117026086,22726521,Picus dedemi,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117048348,22693082,Gallinago nemoricola,2.3.2,"Small-holder grazing, ranching or farming",1.2|2.2|2.3.7,Ecosystem degradation|Species disturbance|Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117048348,22693082,Gallinago nemoricola,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),Negligible declines,,Ongoing,
117048348,22693082,Gallinago nemoricola,9.1.1,Sewage,1.2|2.1,Ecosystem degradation|Species mortality,,,,Minority (<50%),Negligible declines,,Ongoing,
117048348,22693082,Gallinago nemoricola,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117048348,22693082,Gallinago nemoricola,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117048348,22693082,Gallinago nemoricola,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117048348,22693082,Gallinago nemoricola,1.2,Commercial & industrial areas,1.1,Ecosystem conversion,,,,Minority (<50%),"Slow, Significant Declines",,Future,
117058682,12303,Lontra felina,8.1.2,Named species,2.1|2.2|2.3.7|2.3.8,Species mortality|Species disturbance|Reduced reproductive success|Other,Feral,Canis familiaris,,,,,Ongoing,
117058682,12303,Lontra felina,8.1.2,Named species,2.2|2.3.7|2.3.8,Species disturbance|Reduced reproductive success|Other,Feral,Felis catus,,,,,Ongoing,
117058682,12303,Lontra felina,8.1.2,Named species,2.2|2.3.7|2.3.8,Species disturbance|Reduced reproductive success|Other,,Unspecified Rattus,,,,,Ongoing,
117058682,12303,Lontra felina,9.6.3,Noise pollution,2.1|2.2,Species mortality|Species disturbance,,,,,,,Ongoing,
117058682,12303,Lontra felina,5.4.4,Unintentional effects: (large scale) [harvest],2.1|2.3.7,Species mortality|Reduced reproductive success,,,,,,,Ongoing,
117058682,12303,Lontra felina,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
117058682,12303,Lontra felina,9.2.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Future,
117058682,12303,Lontra felina,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
117058682,12303,Lontra felina,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Future,
117058682,12303,Lontra felina,9.2.1,Oil spills,2.1,Species mortality,,,,,,,Future,
117058682,12303,Lontra felina,9.4,Garbage & solid waste,2.1,Species mortality,,,,,,,Ongoing,
117058682,12303,Lontra felina,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,,,,Ongoing,
117058682,12303,Lontra felina,5.4.5,Persecution/control,2.1,Species mortality,,,,,,,Ongoing,
117058682,12303,Lontra felina,6.1,Recreational activities,2.2,Species disturbance,,,,,,,Future,
117058682,12303,Lontra felina,6.3,Work & other activities,2.2,Species disturbance,,,,,,,Ongoing,
117058682,12303,Lontra felina,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
117058682,12303,Lontra felina,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
117058682,12303,Lontra felina,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
117063025,22715770,Liocichla omeiensis,5.1.1,Intentional use (species is the target),2.1|2.2|2.3.7,Species mortality|Species disturbance|Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117063025,22715770,Liocichla omeiensis,5.2.2,Unintentional effects (species is not the target),1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117063025,22715770,Liocichla omeiensis,2.3.2,"Small-holder grazing, ranching or farming",1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),Negligible declines,,Ongoing,
117063025,22715770,Liocichla omeiensis,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117063025,22715770,Liocichla omeiensis,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117063025,22715770,Liocichla omeiensis,6.3,Work & other activities,2.2,Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117063025,22715770,Liocichla omeiensis,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117063025,22715770,Liocichla omeiensis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117067987,22682535,Rhyticeros everetti,11.4,Storms & flooding,1.2|2.1,Ecosystem degradation|Species mortality,,,,Whole (>90%),Unknown,,Future,
117067987,22682535,Rhyticeros everetti,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117067987,22682535,Rhyticeros everetti,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117067987,22682535,Rhyticeros everetti,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,"Past, Unlikely to Return",
117067987,22682535,Rhyticeros everetti,8.1.1,Unspecified species,1.2,Ecosystem degradation,,,,Whole (>90%),Negligible declines,Domestic Cow (Bos taurus),Ongoing,
117067987,22682535,Rhyticeros everetti,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117067987,22682535,Rhyticeros everetti,11.4,Storms & flooding,1.2|2.1,Ecosystem degradation|Species mortality,,,,Whole (>90%),Unknown,,Future,
117067987,22682535,Rhyticeros everetti,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117067987,22682535,Rhyticeros everetti,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117067987,22682535,Rhyticeros everetti,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,"Past, Unlikely to Return",
117067987,22682535,Rhyticeros everetti,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117090813,22726883,Actenoides excelsus,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Future,
117090813,22726883,Actenoides excelsus,8.1.2,Named species,2.1,Species mortality,,Felis catus,,Majority (50-90%),Unknown,,Ongoing,
117090813,22726883,Actenoides excelsus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Future,
117090813,22726883,Actenoides excelsus,8.1.2,Named species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Majority (50-90%),Unknown,,Ongoing,
117090813,22726883,Actenoides excelsus,8.1.1,Unspecified species,2.1,Species mortality,,Felis catus,,Majority (50-90%),Unknown,Domestic Cat (Felis catus),Ongoing,
117090813,22726883,Actenoides excelsus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Future,
117090813,22726883,Actenoides excelsus,8.1.1,Unspecified species,2.3.7,Reduced reproductive success,,Unspecified Rattus,,Majority (50-90%),Unknown,Unspecified rats (Rattus spp.),Ongoing,
117090813,22726883,Actenoides excelsus,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117090813,22726883,Actenoides excelsus,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117090813,22726883,Actenoides excelsus,11.1,Habitat shifting & alteration,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Future,
117100558,22703671,Sericulus bakeri,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Future,
117100558,22703671,Sericulus bakeri,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117100558,22703671,Sericulus bakeri,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),Unknown,,Ongoing,
117100558,22703671,Sericulus bakeri,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),Unknown,,Ongoing,
117107155,22713185,Hypsipetes siquijorensis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
117107155,22713185,Hypsipetes siquijorensis,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117107155,22713185,Hypsipetes siquijorensis,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117107155,22713185,Hypsipetes siquijorensis,8.2.2,Named species,2.3.2,Competition,,Hypsipetes philippinus,,Majority (50-90%),Negligible declines,,Ongoing,
117107155,22713185,Hypsipetes siquijorensis,8.2.2,Named species,2.3.2,Competition,,Pycnonotus goiavier,,Majority (50-90%),Negligible declines,,Ongoing,
117181682,22682504,Rhabdotorrhinus exarhatus,8.5.1,Unspecified species,2.1|2.3.7,Species mortality|Reduced reproductive success,,,,Majority (50-90%),Rapid Declines,Disease introduced by domestic poultry,"Past, Likely to Return",
117181682,22682504,Rhabdotorrhinus exarhatus,5.1.1,Intentional use (species is the target),2.1|2.3.7,Species mortality|Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117181682,22682504,Rhabdotorrhinus exarhatus,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
117182222,22682525,Rhyticeros cassidix,3.2,Mining & quarrying,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117182222,22682525,Rhyticeros cassidix,5.1.1,Intentional use (species is the target),2.1|2.3.7,Species mortality|Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117182222,22682525,Rhyticeros cassidix,7.1.1,Increase in fire frequency/intensity,1.2|2.3.7,Ecosystem degradation|Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,"Past, Likely to Return",
117182222,22682525,Rhyticeros cassidix,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
117189206,22694103,Rhinoptilus bitorquatus,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117189206,22694103,Rhinoptilus bitorquatus,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117189206,22694103,Rhinoptilus bitorquatus,6.3,Work & other activities,2.2,Species disturbance,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117189206,22694103,Rhinoptilus bitorquatus,5.1.2,Unintentional effects (species is not the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117189206,22694103,Rhinoptilus bitorquatus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),Negligible declines,,Ongoing,
117210228,22697274,Zonerodius heliosylus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117215652,22719008,Ploceus hypoxanthus,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117215652,22719008,Ploceus hypoxanthus,5.1.3,Persecution/control,2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117219105,22684581,Lorius garrulus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2|2.3.7,Ecosystem conversion|Ecosystem degradation|Reduced reproductive success,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117219105,22684581,Lorius garrulus,5.1.1,Intentional use (species is the target),2.1|2.3.7,Species mortality|Reduced reproductive success,,,,Majority (50-90%),Rapid Declines,,Ongoing,
117219105,22684581,Lorius garrulus,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117219105,22684581,Lorius garrulus,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117223872,22683428,Todiramphus australasia,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117223872,22683428,Todiramphus australasia,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Causing/Could cause fluctuations,,Ongoing,
117223872,22683428,Todiramphus australasia,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Causing/Could cause fluctuations,,Ongoing,
117223872,22683428,Todiramphus australasia,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117223872,22683428,Todiramphus australasia,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117228230,60543516,Phapitreron frontalis,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117228230,60543516,Phapitreron frontalis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117228230,60543516,Phapitreron frontalis,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117228230,60543516,Phapitreron frontalis,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117228230,60543516,Phapitreron frontalis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117230722,22722219,Kleinothraupis parodii,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117230722,22722219,Kleinothraupis parodii,2.3.3,"Agro-industry grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117231738,22724802,Setophaga flavescens,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Future,
117231738,22724802,Setophaga flavescens,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117231738,22724802,Setophaga flavescens,11.4,Storms & flooding,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,"Past, Likely to Return",
117234054,22731946,Anorrhinus tickelli,5.3.4,Unintentional effects: (large scale) [harvest],1.2|2.2,Ecosystem degradation|Species disturbance,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117234054,22731946,Anorrhinus tickelli,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117234054,22731946,Anorrhinus tickelli,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117234054,22731946,Anorrhinus tickelli,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117234054,22731946,Anorrhinus tickelli,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117234054,22731946,Anorrhinus tickelli,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Unknown,Unknown,,Ongoing,
117234054,22731946,Anorrhinus tickelli,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117282429,22696330,Microhierax latifrons,2.1.3,Agro-industry farming,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117282429,22696330,Microhierax latifrons,7.1.1,Increase in fire frequency/intensity,1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117282429,22696330,Microhierax latifrons,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117286443,22708541,Turdus eremita,8.1.2,Named species,2.3.7,Reduced reproductive success,,Rattus rattus,,Minority (<50%),Unknown,,Ongoing,
117323495,22684671,Charmosyna toxopei,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,,,,Whole (>90%),Unknown,,Future,
117323495,22684671,Charmosyna toxopei,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117323495,22684671,Charmosyna toxopei,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117357127,22695998,Harpia harpyja,5.1.3,Persecution/control,2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117357127,22695998,Harpia harpyja,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117357127,22695998,Harpia harpyja,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117357127,22695998,Harpia harpyja,8.2,Problematic native species/diseases,2.3.2,Competition,,,,Minority (<50%),Negligible declines,,Ongoing,
117359084,22697232,Gorsachius magnificus,6.3,Work & other activities,2.2|2.3.7,Species disturbance|Reduced reproductive success,,,,Majority (50-90%),Negligible declines,,Ongoing,
117359084,22697232,Gorsachius magnificus,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
117359084,22697232,Gorsachius magnificus,7.2.11,Dams (size unknown),1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117359084,22697232,Gorsachius magnificus,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117359084,22697232,Gorsachius magnificus,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117359084,22697232,Gorsachius magnificus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),Rapid Declines,,Ongoing,
117359084,22697232,Gorsachius magnificus,2.3.2,"Small-holder grazing, ranching or farming",1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
117359084,22697232,Gorsachius magnificus,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,Majority (50-90%),Unknown,,Ongoing,
117359084,22697232,Gorsachius magnificus,9.3.2,"Soil erosion, sedimentation",1.2,Ecosystem degradation,,,,Minority (<50%),Negligible declines,,Ongoing,
117360971,22697641,Vultur gryphus,5.1.3,Persecution/control,2.1,Species mortality,,,,Majority (50-90%),Negligible declines,,Ongoing,
117367614,22729460,Gyps tenuirostris,8.2,Problematic native species/diseases,2.1,Species mortality,,,,Majority (50-90%),Negligible declines,,Ongoing,
117367614,22729460,Gyps tenuirostris,5.1.3,Persecution/control,2.1,Species mortality,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117367614,22729460,Gyps tenuirostris,9.3.4,Type Unknown/Unrecorded,2.1,Species mortality,,,,Majority (50-90%),Very Rapid Declines,,Ongoing,
117367614,22729460,Gyps tenuirostris,7.3,Other ecosystem modifications,1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117367614,22729460,Gyps tenuirostris,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2|2.3.7,Ecosystem degradation|Reduced reproductive success,,,,Minority (<50%),Negligible declines,,Ongoing,
117367614,22729460,Gyps tenuirostris,5.1.2,Unintentional effects (species is not the target),1.2|2.3.7,Ecosystem degradation|Reduced reproductive success,,,,Minority (<50%),Negligible declines,,Ongoing,
117372355,22725862,Todiramphus cinnamominus,8.1.2,Named species,2.1|2.3.7,Species mortality|Reduced reproductive success,,Boiga irregularis,,Whole (>90%),Rapid Declines,,"Past, Unlikely to Return",
117372355,22725862,Todiramphus cinnamominus,8.1.2,Named species,2.1,Species mortality,,Felis catus,,Majority (50-90%),"Slow, Significant Declines",,"Past, Unlikely to Return",
117490529,22714155,Zosterops kuehni,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117490529,22714155,Zosterops kuehni,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117490529,22714155,Zosterops kuehni,7.1.1,Increase in fire frequency/intensity,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
117490529,22714155,Zosterops kuehni,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
117572163,22682541,Rhyticeros subruficollis,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Majority (50-90%),Rapid Declines,,Ongoing,
